boolQ_sae
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
120,0.8693467336683417,0.8241206030150754,0.914572864321608,0.8979591836734694,0.8367346938775511,0.9489795918367347
130,0.8241206030150754,0.7688442211055276,0.8743718592964824,0.8979591836734694,0.8367346938775511,0.9489795918367347
140,0.8793969849246231,0.8291457286432161,0.9195979899497487,0.8877551020408163,0.826530612244898,0.9489795918367347
150,0.8844221105527639,0.8341708542713567,0.9246231155778895,0.8877551020408163,0.826530612244898,0.9489795918367347
160,0.8291457286432161,0.7738693467336684,0.8793969849246231,0.8469387755102041,0.7653061224489796,0.9183673469387755
170,0.8693467336683417,0.8190954773869347,0.914572864321608,0.8775510204081632,0.8163265306122449,0.9387755102040817
180,0.8743718592964824,0.8241206030150754,0.9195979899497487,0.8775510204081632,0.8061224489795918,0.9387755102040817
190,0.8743718592964824,0.8291457286432161,0.9195979899497487,0.8877551020408163,0.826530612244898,0.9489795918367347
200,0.8743718592964824,0.8291457286432161,0.914572864321608,0.8877551020408163,0.826530612244898,0.9387755102040817
210,0.8793969849246231,0.8341708542713567,0.9197236180904521,0.8775510204081632,0.8061224489795918,0.9387755102040817
220,0.8693467336683417,0.8241206030150754,0.914572864321608,0.8979591836734694,0.8367346938775511,0.9591836734693877

multirc_sae
